number,title,state,created at,closed at,user,labels,description,day of week,month,year
50735,Update deprecation.rails guides [ci skip],closed,2024-01-12 18:55:31+00:00,2024-01-12 20:29:44+00:00,keegnotrub,['docs'],ad event time ago rail see changelog entri pass gem name deprec horizon deprec http ad document rail guid roughli year ago howev back port previou rail guid version http ran upgrad exist rail applic unsur pr branch way properli updat rail edg guid pleas advis also pleas let us know rail rail guid also back port submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ stefanni brasil stefannibrasil,4,1,2024
50734,docs: Adjust composite primary keys documentation [skip ci],open,2024-01-12 18:49:57+00:00,,matsales28,['docs'],pull request creat document composit primari key correct work notic document correct actual need declar associ use attribut name one associ object rubi class author applicationrecord lastnamelastmani book querynam lastmani book queryfirstlastto author end submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50733,Fix single quote escapes on default generated MySQL columns,closed,2024-01-12 17:36:51+00:00,2024-01-17 12:48:03+00:00,yash,['activerecord'],close http mysql support gener column use creat column comput express singl quot use definit default gener column schema dump escap quot twice scenario follow rubi createnam lastnam default concat lastnam default concat lastnam default concat lastgeneratedgsub escap part class submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50732,Incorrect schema dump of default generated columns with single quotes,closed,2024-01-12 17:33:10+00:00,2024-01-17 12:48:04+00:00,yash,[],issu http mysql support gener column use creat column comput express singl quot use definit column default gener valu schema dump escap quot twice rubi requir gemfil true sourc http gitrecord requir requir logger activerecord peopl forc true firstnam fullnam end end class bugtest minitest def testdump stream activerecord activerecord defaultdefinit fullequ fullnam defaultdefinit end end output schema dump default gener column follow rubi fullnam output schema dump default gener column follow current iter rubi fullnam result issu import rubi schema empti databas activerecord mysql2 syntax error posit 695 near activerecord howev upon remov escap reimport rubi schema succe mysql databas correct state,4,1,2024
50731,Document passing hash as id option on create_table,open,2024-01-12 17:21:32+00:00,,javierav,['activerecord'],keyword argument pass createt method allow receiv hash option column creation document,4,1,2024
50730,Upgrade minitest from 5.20.0 to 5.21.1 to fix mutex_m deprecation,closed,2024-01-12 15:56:28+00:00,2024-01-12 18:40:07+00:00,dorianmarie,[],run test rail test suit even warn would show warn mutexm gemfil gemspec also contact author add gemspec fix last version minitest,4,1,2024
50729,Remove nesting to improve readability,closed,2024-01-12 15:28:23+00:00,2024-01-12 21:55:49+00:00,koya1616,['activerecord'],pull request creat first read process immedi understand process would like improv readabl earli return pull request chang remov nest statement submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50728,Add test for not purging non referenced files,closed,2024-01-12 15:22:03+00:00,2024-01-16 09:47:43+00:00,dorianmarie,['actiontext'],probabl fix rail rail c6ef89824 current main encount problem rail chang sign id affect action text rich text mention file edit rich text content delet file want fix rail main notic alreadi fix sure see http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50727,Action View Tests: Use `#with_routing` helper,open,2024-01-12 14:36:26+00:00,,seanpdoyle,"['railties', 'actionview']",49819 sinc 49819 resolv issu file reli rout reset within block argument mean class method made unnecessari 49819 http,4,1,2024
50726,Requiring `'active_support/core_ext/integer/time'` alone raises an exception,closed,2024-01-12 14:06:39+00:00,2024-01-12 14:19:50+00:00,josegomezr,['activesupport'],latest rail updat ci rais rake abort nomethoderror undefin method deprec activesupport modul nomethoderror deprec to toconst class array top requir intern requir requir intern requir intern top requir top requir see full trace run task trace call manual irb main requir deprec activesupport modul nomethoderror deprec to toconst top requir intern requir requir intern requir intern requir irb main top requir load main intern requir irb main top requir load main went requir file chain goe like look like alon,4,1,2024
50725,Rails Upgraded to version 7,closed,2024-01-12 13:31:07+00:00,2024-01-12 18:39:59+00:00,raoehtesham03,[],upgrad applic rail rubi doctyp html html head meta stylesheettag mailer bodi 100 center 0 0 tr td left img yield p thank br power test br know build insid sup tm render stylesheettag mailer actionview error stringmap expect string key pleas help figur issu,4,1,2024
50724,Fix failing test due to the relative path output of minitest at v5.21.0,closed,2024-01-12 12:32:33+00:00,2024-01-12 16:54:54+00:00,aeroastro,['railties'],patch fix fail test pass regardless minitest version minitest updat output rel path failur http caus test failur patch fix regular express run regardless minitest version submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50723,Ensure only directories exist in Rails default load paths,closed,2024-01-12 10:51:51+00:00,2024-01-16 16:48:27+00:00,aeroastro,['railties'],comment http file autoload path pr remov file default load path set rail framework although exist test chang obviou break object test submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50722,Downcase the model name in the system scaffolds,open,2024-01-12 10:51:23+00:00,,dwightwatson,['railties'],notic inconsist system test scaffold model name sometim capitalis fix two instanc model name humanis rb test creat user test updat user test destroy user consid scaffold use lowercas text think right two downcas way submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50721,Pool disabled query cache handling,open,2024-01-12 09:06:56+00:00,,djmb,['activerecord'],executor hook take advantag need add anoth executor hook disabl queri cach solid cach connect pool dedic pool submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,1,2024
50720,config.after_routes_loaded defined on config/application.rb never called,closed,2024-01-12 03:19:52+00:00,2024-01-15 22:27:29+00:00,everton,"['railties', 'With reproduction steps']",rubi requir gemfil true sourc http afterloadedcal fals class testapp rail secretbas stdout true end get test index end end class testcontrol actioncontrol includ end def never call end privat def app end end block call applic rout load includ possibl reload rout block never call test edg,4,1,2024
50719,Fix indenting in SQLite database.yml,closed,2024-01-11 22:41:11+00:00,2024-01-12 09:38:34+00:00,ghiculescu,['railties'],nitpick http,3,1,2024
50718,"Rails eager loads by default, disabled when one column is set to nullable in database schema",closed,2024-01-11 19:48:59+00:00,2024-01-12 08:34:15+00:00,St4niuu,[],got model call occur schema rubi class createoccur activerecord def chang createemploye null fals finishforeignforeignemploye addkey occur employe column finishto injector foreignto startkey startnam employe belongsemploye foreignemploye classtabl employe id fals id null fals index uniqu true primarymani startkey startmani finishkey finishemploye undefin updat finishemploye finish attribut definit code finishemploye goe queri find function find actual employe supris tri save updat occur rail tri save rubi object id string actual id startemploye save employe id happen fetch startemploye load load pure id hope get problem exampl one fetch occur initi creation updat finish valu exampl forc pass id fetch employe finishemploye id 3779332794 name surnam name 3779332794 start finish,3,1,2024
